Region ID,Region name (English),Subregion ID,Latitude,Longitude,Japanese name,English name,German name,French name,Spanish name,Italian name,Dutch name
,,8,42.216667,20.733333,プリズレン郡,District of Prizren,Bezirk Prizren,District de Prizren,Distrito de Prizren,Distretto di Prizren,Prizren
57,Abkhazia,1,0,0,アブハジア,Abkhazia,Abchasien,Abkhazie,Abjasia,Abcasia,Abchazië
,,2,43.003333,41.015278,スフミ地区,Sukhumi District,Rajon Sochumi,Municipalité de Soukhoumi,Distrito de Sujumi,Municipalità di Sukhumi,Soechoemi
,,3,43.333333,40.216667,ガグラ地区,Gagra District,Rajon Gagra,Municipalité de Gagra,Distrito de Gagra,Municipalità di Gagra,Gagra
,,4,42.633333,41.733333,ガル地区,Gali District,Rajon Gali,Municipalité de Gali,Distrito de Gali,Municipalità di Gali,Gali
,,5,43.101989,40.6248,グダウタ地区,Gudauta District,Rajon Gudauta,Municipalité de Goudaouta,Distrito de Gudauta,Municipalità di Gudauta,Goedaoeta
,,6,42.931418,41.106128,グリリプシュ地区,Gulripshi District,Rajon Gulrypsch,Municipalité de Goulrypchi,Distrito de Gulripshi,Municipalità di Gulripsia,Goelripsji
,,7,42.716667,41.466667,オチャムチラ地区,Ochamchira District,Rajon Otschamtschyra,Municipalité d'Otchamtchiré,Distrito de Ochamchira,Municipalità di Ochamchire,Otsjamtsjyra
,,8,42.85,41.683333,トゥワルチャル地区,Tkvarcheli District,Rajon Tkuartschal,Municipalité de Tkvartchéli,Distrito de Tkvarcheli,Municipalità di Tkuarchal,Tkvarchel
58,Artsakh,1,0,0,アルツァフ,Artsakh,Republik Arzach,Artsakh,Artsaj,Artsakh,Artsach
,,2,39.815278,46.751944,ステパナケルト,Stepanakert,Stepanakert,Stepanakert,Stepanakert,Step'anakert,Stepanakert
,,3,39.936667,46.832778,アスケラン地区,Askeran Province,Provinz Askeran,Askeran,Askerán,Regione di Askeran,Askeran
,,4,39.516667,47.03,ハドルト地区,Hadrut Province,Provinz Hadrut,Hadrout,Hadrut,Regione di Hadrowt',Hadroet
,,5,39.640833,46.546944,カシャタグ地区,Kashatagh Province,Provinz Kaschatach,Kashatagh,Kashatag,Regione di K'ašat'aġ,Kasjatag
,,6,40.215278,46.812778,マルタケルト地区,Martakert Province,Provinz Martakert,Martakert,Martakert,Regione di Martakert,Mardakert
,,7,39.795278,47.113056,マルトゥニ地区,Martuni Province,Provinz Martuni,Martouni,Martuní,Regione di Martowni,Martoeni
,,8,40.106667,46.038333,シャフミアン地区,Shahumyan Province,Provinz Schahumjan,Chahoumian,Shahumián,Regione di Šahowmyan,Sjahoemian
,,9,39.758333,46.748333,シュシー地区,Shushi Province,Provinz Schuschi,Chouchi,Shushí,Regione di Šowši,Sjoesji
59,Northern Cyprus,1,0,0,北キプロス,Northern Cyprus,Nordzypern,Chypre du Nord,Chipre del Norte,Cipro del Nord,Noord-Cyprus
,,2,35.177011,33.36324,レフコシャ地区,Lefkoşa District,Distrikt Lefkoşa,District de Lefkoşa,Distrito de Lefkoşa,Distretto di Lefkoşa,Lefkoşa
,,3,35.125,33.941667,ガーズィマウサ地区,Gazimağusa District,Distrikt Gazimağusa,District de Gazimağusa,Distrito de Gazimağusa,Distretto di Gazimağusa,Gazimağusa
,,4,35.340278,33.319167,ギルネ地区,Girne District,Distrikt Girne,District de Girne,Distrito de Girne,Distretto di Girne,Girne
,,5,35.198056,32.993889,ギュゼルユルト地区,Güzelyurt District,Distrikt Güzelyurt,District de Güzelyurt,Distrito de Güzelyurt,Distretto di Güzelyurt,Güzelyurt
,,6,35.2875,33.891667,イスケレ地区,İskele District,Distrikt İskele,District d'İskele,Distrito de İskele,Distretto di İskele,İskele
,,7,35.113333,32.851111,レフケ地区,Lefke District,Distrikt Lefke,District de Lefke,Distrito de Lefke,Distretto di Leuka,Lefke
60,South Ossetia,1,0,0,南オセチア,South Ossetia,Südossetien,Ossétie du Sud,Osetia del Sur,Ossezia del Sud,Zuid-Ossetië
,,2,42.226389,43.969444,ツヒンヴァル地区,Tskhinvali District,Rajon Zchinwali,District de Tskhinvali,Distrito de Tsjinvali,Distretto di Tskhinvali,Tsinvali
,,3,42.390394,43.922344,ジャウ地区,Dzau District,Rajon Dsau,District de Dzau,Distrito de Dzau,Distretto di Dzau,Dzau
,,4,42.102222,44.486389,レニンゴル地区,Leningor District,Rajon Leningor,District de Leningor,Distrito de Leningor,Distretto di Leningor,Leningor
,,5,42.194167,43.771667,ズナウル地区,Znaur District,Rajon Snaur,District de Znaur,Distrito de Znaur,Distretto di Zanur,Znaur
61,Transnistria,1,0,0,ドニエストル・モルドバ,Transnistria,Transnistrien,Transnistrie,Transnistria,Transnistria,Transnistrië
,,2,46.840278,29.643333,ティラスポリ,Tiraspol,Tiraspol,Tiraspol,Tiráspol,Tiraspol,Tiraspol
,,3,46.833333,29.483333,ベンデル,Bender,Bender,Bender,Bender,Tighina,Bender
,,4,48.016667,28.716667,カーメンカ地区,Camenca District,Rajon Kamenka,Raion de Camenca,Distrito de Camenca,Distretto di Camenca,Camenca
,,5,47.266667,29.166667,ドゥボッサールィ地区,Dubasari District,Rajon Dubossary,Raion de Dubasari,Distrito de Dubasari,Distretto di Dubasari,Dubasari
,,6,47.150278,29.2925,グリゴリオポリ地区,Grigoriopol District,Rajon Grigoriopol,Raion de Grigoriopol,Distrito de Grigoriópol,Distretto di Grigoriopol,Grigoriopol
,,7,47.766667,29,ルィブニツァ地区,Rîbniza District,Rajon Rybniza,Raion de Rîbniza,Distrito de Rîbniza,Distretto di Rîbniza,Rîbniza
,,8,46.725278,29.707778,スロボゼヤ地区,Slobozia District,Rajon Slobodseja,Raion de Slobozia,Distrito de Slobozia,Distretto di Slobozia,Slobozia
62,Åland,1,60.1,19.933333,オーランド諸島,Åland,Åland,Åland,Åland,Isole Åland,Åland
63,Faroe Islands,1,0,0,フェロー諸島,Faroe Islands,Färöe,Îles Féroé,Islas Feroe,Fær Øer,Faeröer
,,2,62.011667,-6.7675,ストレイモイ県,Streymoy,Streymoyar,Streymoy,Streymoy,Streymoy,Streymoy
,,3,62.115556,-6.722222,エストゥロイ県,Eysturoy,Eysturoyar,Eysturoy,Eysturoy,Eysturoy,Eysturoy
,,4,62.223889,-6.578611,ノルウォヤール県,Nordoyar,Nordoyar,Nordoyar,Nordoyar,Nordoyar,Nordoyar
,,5,61.836111,-6.810556,サンドイ県,Sandoy,Sandoyar,Sandoy,Sandoy,Sandoy,Sandoy
,,6,61.555833,-6.803333,スヴロイ県,Suduroy,Suduroyar,Suduroy,Suduroy,Suduroy,Suduroy
,,7,62.056667,-7.154167,ヴォーアル県,Vágar,Vága,Vágar,Vágar,Vágar,Vágar
64,Albania,1,0,0,アルバニア,Albania,Albanien,Albanie,Albania,Albania,Albanië
,,2,41.32583333,19.82516667,ティラナ州,Tirana,Tirana,Tirana,Tirana,Tirana,Tiranë
,,3,40.70583333,19.9685,ベラト州,Berat,Berat,Berat,Berat,Berat,Berat
,,4,41.684,20.44316667,ディブラ州,Dibër,Dibra,Dibër,Dibër,Dibër,Dibër
,,5,41.324,19.45233333,デュラス州,Durrës,Durrës,Durrës,Durrës,Durazzo,Durrës
,,6,41.045,19.998,エルバサン州,Elbasan,Elbasan,Elbasan,Elbasan,Elbasan,Elbasan
,,7,40.72516667,19.56983333,フィエル州,Fier,Fier,Fier,Fier,Fier,Fier
,,8,40.077,20.148,ギロカストラ州,Gjirokastër,Gjirokastra,Gjirokastër,Gjirokastra,Argirocastro,Gjirokastër
,,9,40.61766667,20.787,コルチャ州,Korcë,Korça,Korçë,Korcë,Coriza,Korcë
,,10,42.083,20.434,クケス州,Kukës,Kukës,Kukës,Kukës,Kukës,Kukës
,,11,41.78566667,19.65216667,レジャ州,Lezhë,Lezha,Lezhë,Lezhë,Alessio,Lezhë
,,12,42.074,19.526,シュコドラ州,Shkodër,Shkodra,Shkodër,Shkodër,Scutari,Shkodër
,,13,40.47016667,19.48683333,ヴロラ州,Vlorë,Vlora,Vlorë,Vlorë,Valona,Vlorë
65,Australia,1,0,0,オーストラリア,Australia,Australien,Australie,Australia,Australia,Australië
,,2,-35.34993,149.041595,オーストラリア首都特別地域,Australian Capital Territory,Australisches Hauptstadtterritorium,Territoire de la capitale australienne,Territorio de la Capital Australiana,Australian Capital Territory,Australisch Hoofdstedelijk Territorium
,,3,-33.89158,151.2417,ニューサウスウェールズ州,New South Wales,Neusüdwales,Nouvelle-Galles-du-Sud,Nueva Gales del Sur,Nuovo Galles del Sud,Nieuw-Zuid-Wales
,,4,-12.433,130.8425,ノーザンテリトリー,Northern Territory,Nördliches Territorium,Territoire du Nord,Territorio del Norte,Territorio del Nord,Noordelijk Territorium
,,5,-27.4539,153.0265,クィーンズランド州,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland
,,6,-34.9185,138.613,南オーストラリア州,South Australia,Südaustralien,Australie-Méridionale,Australia Meridional,Australia Meridionale,Zuid-Australië
,,7,-42.8509,147.291,タスマニア州,Tasmania,Tasmanien,Tasmanie,Tasmania,Tasmania,Tasmanië
,,8,-37.8095,144.965,ヴィクトリア州,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria
,,9,-31.933,115.862,西オーストラリア州,Western Australia,Westaustralien,Australie-Occidentale,Australia Occidental,Australia Occidentale,West-Australië
,,10,-68.576667,77.9675,オーストラリア南極領土,Australian Antarctic Territory,Australisches Antarktis-Territorium,Territoire antarctique australien,Territorio Antártico Australiano,Territorio Antartico Australiano,Australisch Antarctisch Territorium
,,11,-10.432715,105.653343,クリスマス島,Christmas Island,Weihnachtsinsel,Île Christmas,Isla de Navidad,Isola di Natale,Christmaseiland
,,12,-12.186944,96.828333,ココス諸島,Cocos (Keeling) Islands,Kokosinseln,Îles Cocos,Islas Cocos,Isole Cocos,Cocoseilanden
,,13,-16.286701,149.962765,コーラル・シー諸島,Coral Sea Islands,Korallenmeerinseln,Îles de la mer de Corail,Islas del Mar del Coral,Isole del Mar dei Coralli,Koraalzee-eilanden
,,14,-53.018931,73.389811,ハード島とマクドナルド諸島,Heard Island and McDonald Islands,Heard und McDonaldinseln,Îles Heard-et-MacDonald,Islas Heard y McDonald,Isole Heard e McDonald,Heard en McDonaldeilanden
,,15,-29.05,167.966667,ノーフォーク島,Norfolk Island,Norfolkinsel,Île Norfolk,Isla Norfolk,Isola Norfolk,Norfolk
66,Austria,1,0,0,オーストリア,Austria,Österreich,Autriche,Austria,Austria,Oostenrijk
,,2,48.205,16.3705,ウィーン,Vienna,Wien,Vienne,Viena,Vienna,Wenen
,,3,47.85,16.51666667,ブルゲンラント州,Burgenland,Burgenland,Burgenland,Burgenland,Burgenland,Burgenland
,,4,46.61733333,14.30333333,ケルンテン州,Carinthia,Kärnten,Carinthie,Carintia,Carinzia,Karinthië
,,5,48.2,15.62166667,ニーダー・エスターライヒ州,Lower Austria,Niederösterreich,Basse-Autriche,Baja Austria,Bassa Austria,Neder-Oostenrijk
,,6,48.30092,14.291035,オーバー・エスターライヒ州,Upper Austria,Oberösterreich,Haute-Autriche,Alta Austria,Alta Austria,Opper-Oostenrijk
,,7,47.8,13.03333333,ザルツブルク州,Salzburg,Salzburg,Salzbourg,Salzburgo,Salisburghese,Salzburg
,,8,47.06883333,15.43666667,シュタイアーマルク州,Styria,Steiermark,Styrie,Estiria,Stiria,Stiermarken
,,9,47.26666667,11.38333333,ティロル州,Tyrol,Tirol,Tyrol,Tirol,Tirolo,Tirol
,,10,47.504,9.748,フォアアールベルク州,Vorarlberg,Vorarlberg,Vorarlberg,Vorarlberg,Vorarlberg,Vorarlberg
67,Belgium,1,0,0,ベルギー,Belgium,Belgien,Belgique,Bélgica,Belgio,België
,,2,50.83983333,4.37,ブリュッセル首都地域圏,Brussels Region,Region Brüssel-Hauptstadt,Région de Bruxelles-Capitale,Región de Bruselas-Capital,Regione di Bruxelles,Brusselse Gewest
,,3,50.83983333,4.37,フランデレン地域圏,Flanders,Flandern,Flandre,Región de Flandes,Fiandre,Vlaanderen
,,4,50.466,4.866,ワロン地域圏,Wallonia,Wallonien,Wallonie,Región de Valonia,Vallonia,Wallonië
68,Bosnia & Herzegovina,1,0,0,ボスニア・ヘルツェゴビナ,Bosnia & Herzegovina,Bosnien-Herzegowina,Bosnie-Herzégovine,Bosnia-Herzegovina,Bosnia-Erzegovina,Bosnië en Herzegovina
,,2,43.85383333,18.408,ボスニア・ヘルツェゴビナ連邦,Fed. of Bosnia and Herzegovina,Föderation Bosnien und Herzegowina,Fédération de Bosnie-Herzégovine,Federación de Bosnia-Herzegovina,Federazione di Bosnia-Erzegovina,Moslim-Kroatische Federatie
,,3,44.771,17.197,セルビア人共和国,Republika Srpska,Serbische Republik,République serbe de Bosnie,República Serbia,Repubblica Serba,Servische Republiek
,,4,44.87016667,18.80583333,ブルチュコ,Brcko Distrikt,Brcko-Distrikt,District de Brcko,Distrito de Brcko,Distretto di Brcko,Brcko-District
69,Botswana,1,0,0,ボツワナ,Botswana,Botswana,Botswana,Botsuana,Botswana,Botswana
,,2,-24.65233333,25.90516667,南東地方,South-East,South-East,Sud Est,Sureste,Sud-Est,South-East
,,3,-22.38916667,26.7065,中部地方,Central,Central,Centre,Central,Centrale,Central
,,4,-21.70266667,21.64116667,ガンジ地方,Ghanzi,Ghanzi,Ghanzi,Ghanzi,Ghanzi,Ghanzi
,,5,-26.01666667,22.397,カラガディ地方,Kgalagadi,Kgalagadi,Kgalagadi,Kgalagadi,Kgalagadi,Kgalagadi
,,6,-24.376,26.152,カトレング地方,Kgatleng,Kgatleng,Kgatleng,Kgatleng,Kgatleng,Kgatleng
,,7,-24.40833333,25.518,クウェネング地方,Kweneng,Kweneng,Kweneng,Kweneng,Kweneng,Kweneng
,,8,-21.16933333,27.5,北東地方,North-East,North-East,Nord-Est,Noreste,Nord-Est,North-East
,,9,-19.98983333,23.41766667,ノースウェスト,North-West,North-West,Nord-Ouest,Noroeste,Nord-Ovest,North-West
,,10,-24.97316667,25.33883333,南部地方,Southern,Southern,Southern,Meridional,Sud,Southern
70,Bulgaria,1,0,0,ブルガリア,Bulgaria,Bulgarien,Bulgarie,Bulgaria,Bulgaria,Bulgarije
,,2,42.70783333,23.30666667,ソフィア市,Sofia City,Sofia Stadt,Sofia-Grad,Ciudad de Sofía,Sofia,Sofia-Stad
,,3,42.70783333,23.30666667,ソフィア州,Sofia Province,Sofia Region,Oblast de Sofia,Provincia de Sofía,Regione di Sofia,Sofia (oblast)
,,4,42.02033333,23.099,ブラゴエブグラト州,Blagoevgrad,Blagoewgrad,Blagoevgrad,Blagoevgrad,Blagoevgrad,Blagoevgrad
,,5,43.41816667,24.62466667,プレベン州,Pleven,Plewen,Pleven,Pleven,Pleven,Pleven
,,6,43.992,22.87566667,ビディン州,Vidin,Widin,Vidin,Vidin,Vidin,Vidin
,,7,43.20583333,27.90216667,バルナ州,Varna,Warna,Varna,Varna,Varna,Varna
,,8,42.526,27.45783333,ブルガス州,Burgas,Burgas,Bourgas,Burgas,Burgas,Boergas
,,9,43.57283333,27.83466667,ドブリチ州,Dobric,Dobritsch,Dobritch,Dobrich,Dobrich,Dobritsj
,,10,42.894,25.312,ガブロボ州,Gabrovo,Gabrowo,Gabrovo,Gabrovo,Gabrovo,Gabrovo
,,11,41.936,25.559,ハスコボ州,Haskovo,Chaskowo,Khaskovo,Haskovo,Haskovo,Chaskovo
,,12,42.48883333,26.5185,ヤンボル州,Yambol,Jambol,Yambol,Yambol,Yambol,Jambol
,,13,41.642,25.38,クルジャリ州,Kardzhali,Kardschali,Kardjali,Kardzhali,Kardzhali,Kurdzjali
,,14,42.2875,22.68983333,キュステンディル州,Kyustendil,Kjustendil,Kyoustendil,Kyustendil,Kyustendil,Kjoestendil
,,15,43.1365,24.717,ロベチ州,Lovech,Lowetsch,Lovetch,Lovech,Lovech,Lovetsj
,,16,43.413,23.237,モンタナ州,Montana,Montana,Montana,Montana,Montana,Montana
,,17,42.19166667,24.33683333,パザルジク州,Pazardzhik,Pazardschik,Pazardjik,Pazardzhik,Pazardzhik,Pazardzjik
,,18,42.58766667,23.00866667,ペルニク州,Pernik,Pernik,Pernik,Pernik,Pernik,Pernik
,,19,42.13683333,24.75916667,プロブディフ州,Plovdiv,Plowdiw,Plovdiv,Plovdiv,Plovdiv,Plovdiv
,,20,43.5335,26.53466667,ラズグラド州,Razgrad,Rasgrad,Razgrad,Razgrad,Razgrad,Razgrad
,,21,43.8515,25.9695,ルセ州,Ruse,Russe,Roussé,Ruse,Ruse,Roese
,,22,44.08583333,27.25266667,シリストラ州,Silistra,Silistra,Silistra,Silistra,Silistra,Silistra
,,23,42.69,26.332,スリベン州,Sliven,Sliwen,Sliven,Sliven,Sliven,Sliven
,,24,41.58783333,24.70083333,スモリャン州,Smolyan,Smoljan,Smolyan,Smolyan,Smolyan,Smoljan
,,25,42.42466667,25.63766667,スタラ・ザゴラ州,Stara Zagora,Stara Sagora,Stara Zagora,Stara Zagora,Stara Zagora,Stara Zagora
,,26,43.2745,26.923,シュメン州,Shumen,Schumen,Choumen,Shumen,Shumen,Sjoemen
,,27,43.25066667,26.5755,トゥルゴビシュテ州,Targovishte,Targowischte,Targovichte,Targovishte,Targovishte,Turgovishte
,,28,43.0855,25.6335,ベリコ・トゥルノボ州,Veliko Tarnovo,Weliko Tarnowo,Veliko Tarnovo,Veliko Tarnovo,Veliko Tarnovo,Veliko Turnovo
,,29,43.20716667,23.55466667,ブラツァ州,Vratsa,Wraza,Vratsa,Vratsa,Vratsa,Vratsa
71,Croatia,1,0,0,クロアチア,Croatia,Kroatien,Croatie,Croacia,Croazia,Kroatië
,,2,45.807,15.964,ザグレブ,Zagreb Region,Region Zagreb,Région de Zagreb,Región de Zagreb,Regione di Zagabria,Zagreb-regio
,,3,46.30016667,16.33416667,中央クロアチア,Central Croatia,Zentralkroatien,Croatie centrale,Croacia Central,Croazia Centrale,Centraal Kroatië
,,4,44.8705,13.85116667,アドリア海岸,Adriatic Croatia,Adriatisches Kroatien,Croatie Adriatique,Croacia Adriática,Croazia Adriatica,Adriatisch Kroatië
,,5,45.55083333,18.6755,東クロアチア,East Croatia,Ostkroatien,Est de la Croatie,Croacia del Este,Croazia Orientale,Oost-Kroatë
72,Cyprus,1,0,0,キプロス,Cyprus,Zypern,Chypre,Chipre,Cipro,Cyprus
,,2,35.167,33.373,ニコシア,Nicosia,Nikosia,Nicosie,Nicosia,Nicosia,Nicosia
,,3,35.106,33.93716667,ファマグスタ,Famagusta,Famagusta,Famagouste,Famagusta,Famagosta,Famagusta
,,4,35.32566667,33.32583333,キレニア,Kyrenia,Kyrenia,Kyrenia,Kyrenia,Kyrenia,Kyrenia
,,5,34.91733333,33.63483333,ラルナカ,Larnaca,Larnaka,Larnaca,Larnaca,Larnaca,Larnaca
,,6,34.68366667,33.05033333,リマソル,Limassol,Limassol,Limassol,Limassol,Limassol,Limasol
,,7,34.77616667,32.4265,パフォス,Paphos,Paphos,Paphos,Pafos,Paphos,Paphos
73,Czechia,1,0,0,チェコ,Czechia,Tschechien,République tchèque,República Checa,Repubblica Ceca,Tsjechië
,,2,50.07383333,14.4335,プラハ,Prague,Prag,Prague,Praga,Praga,Praag
,,3,50.07383333,14.4335,中部ボヘミア地方,Central Bohemian Region,Mittelböhmische Region,Bohême Centrale,Bohemia Central,Boemia Centrale,Centraal-Boheemse Regio
,,4,48.974,14.473,南ボヘミア地方,South Bohemian Region,Südböhmische Region,Bohême Sud,Bohemia Meridional,Boemia Meridionale,Zuid-Boheemse Regio
,,5,49.73916667,13.37166667,プルゼニ地方,Plzen Region,Region Pilsen,Région de Plzen,Plzen,Regione di Pilsen,Pilsen Regio
,,6,50.22583333,12.8745,カールスバート地方,Karlovy Vary Region,Region Karlsbad,Région de Karlovy Vary,Karlovy Vary,Regione di Carlsbad,Karlsbad Regio
,,7,50.66966667,14.08566667,ウースチー・ナド・ラベム地方,Ústi nad Labem Region,Region Ústi,Région d'Usti nad Labem,Ústí nad Labem,Regione di Ústi nad Labem,Ústi nad Labem
,,8,50.7595,15.04166667,リベレツ地方,Liberec Region,Region Liberec,Région de Liberec,Liberec,Regione di Liberec,Liberec Regio
,,9,50.20366667,15.80733333,フラデツ・クラロベ地方,Hradec Králové Region,Region Hradec Králové,Région de Hradec Králové,Hradec Králové,Regione di Hradec Králové,Hradec Králové
,,10,50.02383333,15.769,パルドゥビツェ地方,Pardubice Region,Region Pardubice,Région de Pardubice,Pardubice,Regione di Pardubice,Pardubice Regio
,,11,49.59133333,17.25716667,オロモウツ地方,Olomouc Region,Region Olmütz,Région d'Olomouc,Olomouc,Regione di Olomouc,Olomouc Regio
,,12,49.81783333,18.25733333,モラビア・シレジア地方,Moravian-Silesian Region,Region Mährisch-Schlesien,Région de Moravie-Silésie,Moravia-Silesia,Regione di Moravia-Slesia,Moravisch-Silezische Regio
,,13,49.20166667,16.60966667,南モラビア地方,South Moravian Region,Südmährische Region,Région de Moravie du Sud,Moravia Meridional,Moravia Meridionale,Zuid-Moravische Regio
,,14,49.22166667,17.65366667,ズリン地方,Zlín Region,Region Zlin,Région de Zlín,Zlín,Regione di Zlin,Zlin Regio
,,15,49.393,15.58566667,ヴィソチナ地方,Vysocina Region,Region Vysocina,Région de Vysocina,Vysocina,Regione di Vysocina,Vysocina Regio
74,Denmark,1,0,0,デンマーク,Denmark,Dänemark,Danemark,Dinamarca,Danimarca,Denemarken
,,2,55.692,12.554,コペンハーゲン市,Copenhagen,Kopenhagen,Copenhague,Municipio de Copenhague,Copenaghen,Kopenhagen (stad)
,,3,55.672,12.5065,フレゼリクスベア市,Frederiksberg,Frederiksberg Amt,Commune de Frederiksborg,Municipio de Frederiksberg,Frederiksberg,Frederiksberg
,,4,55.654,12.386,コペンハーゲン県,Copenhagen County,Amt Kopenhagen,Comté de Copenhague,Distrito de Copenhague,Contea di Copenaghen,Kopenhagen (provincie)
,,5,55.9245,12.29316667,フレゼリクスボー県,Frederiksborg,Frederiksborgs Amt,Frederiksborg,Distrito de Frederiksborg,Frederiksborg,Frederiksborg
,,6,55.6395,12.0845,ロスキレ県,Roskilde,Roskilde Amt,Roskilde,Distrito de Roskilde,Roskilde,Roskilde
,,7,55.43933333,11.55833333,ヴェストシェラン県,West Zealand,West-Seeland,Sjælland de l'ouest,Distrito de Selandia Occidental,Zelanda Occidentale,West-Seeland
,,8,55.221,11.757,ストーストレム県,Storstrøm,Storstrøms Amt,Storstrøm,Distrito de Storstrøm,Storstrøm,Storstrøm
,,9,55.3925,10.38833333,フュン県,Funen,Fyns Amt,Fionie,Distrito de Fionia,Fionia,Funen
,,10,55.048,9.414,セナーユラン県,South Jutland,Süd-Jütland,Jutland du sud,Distrito de Jutlandia Meridional,Jutland Meridionale,Zuid-Jutland
,,11,55.32566667,8.773,リーベ県,Ribe,Ribe Amt,Ribe,Distrito de Ribe,Ribe,Ribe
,,12,55.70516667,9.534,ヴァイレ県,Vejle,Vejle Amt,Vejle,Distrito de Vejle,Vejle,Vejle
,,13,56.084,8.254,リングケービング県,Ringkjøbing,Ringkjøbing Amt,Ringkjøbing,Distrito de Ringkjøbing,Ringkjøbing,Ringkjøbing
,,14,56.4515,9.416666667,ヴィボー県,Viborg,Viborg Amt,Viborg,Distrito de Viborg,Viborg,Viborg
,,15,57.03416667,9.926,ノーズユラン県,North Jutland,Nord-Jütland,Jutland du nord,Distrito de Jutlandia Septentrional,Jutland Settentrionale,Noord-Jutland
,,16,56.14316667,10.221,オーフス県,Århus,Århus Amt,Århus,Distrito de Aarhus,Århus,Aarhus
,,17,53.418,10.33766667,ボーンホルム県,Bornholm,Bornholm Amt,Commune régionale de Bornholm,Distrito de Bornholm,Bornholm,Bornholm
,,18,64.184,-51.721,グリーンランド,Greenland,Grönland,Groenland,Groenlandia,Groenlandia,Groenland
75,Estonia,1,0,0,エストニア,Estonia,Estland,Estonie,Estonia,Estonia,Estland
,,2,59.431,24.73416667,ハリュ,Harju,Harju,Harjumaa,Harju,Harjumaa,Harjumaa
,,3,58.994,22.75016667,ヒウマ,Hiiu,Hiiu,Hiiumaa,Hiiu,Hiiumaa,Hiiumaa
,,4,59.36,27.414,イダ・ビルマ,Ida-Viru,Ida-Viru,Ida-Virumaa,Ida-Viru,Ida-Virumaa,Ida-Virumaa
,,5,58.7525,26.38983333,ユゲヴァ,Jõgeva,Jõgeva,Jõgevamaa,Jõgeva,Jõgevamaa,Jõgevamaa
,,6,58.8885,25.55883333,ヤルバ,Järva,Järva,Järvamaa,Järva,Järvamaa,Järvamaa
,,7,58.939,23.569,ラーネ,Lääne,Lääne,Läänemaa,Lääne,Läänemaa,Läänemaa
,,8,59.346,26.365,ラーネ・ビルマ,Lääne-Viru, Lääne-Viru,Lääne-Virumaa,Lääne-Viru,Lääne-Virumaa,Lääne-Virumaa
,,9,58.05133333,27.057,プルヴァ,Põlva, Põlva,Põlvamaa,Põlva,Põlvamaa,Põlvamaa
,,10,58.398,24.501,ピャルヌ,Pärnu,Pärnu,Pärnumaa,Pärnu,Pärnumaa,Pärnumaa
,,11,59.00183333,24.7925,ラプラ,Rapla,Rapla,Raplamaa,Rapla,Raplamaa,Raplamaa
,,12,58.25383333,22.4875,サーレ,Saare,Saare,Saaremaa,Saare,Saaremaa,Saaremaa
,,13,58.35666667,26.7095,タルトゥ,Tartu,Tartu,Tartumaa,Tartu,Tartumaa,Tartumaa
,,14,57.768,26.016,ヴァルカ,Valga,Valga,Valgamaa,Valga,Valgamaa,Valgamaa
,,15,58.37216667,25.60416667,ヴィリヤンディ,Viljandi,Viljandi,Viljandimaa,Viljandi,Viljandimaa,Viljandimaa
,,16,57.83983333,27.00816667,ヴルチャ県,Võru,Võru,Võrumaa,Võru,Võrumaa,Võrumaa
76,Finland,1,0,0,フィンランド,Finland,Finnland,Finlande,Finlandia,Finlandia,Finland
,,2,60.171,24.93733333,南フィンランド州,Southern Finland,Südfinnland,Finlande méridionale,Finlandia Meridional,Finlandia Meridionale,Zuid-Finland
,,3,60.44283333,22.25533333,西フィンランド州,Western Finland,Westfinnland,Finlande occidentale,Finlandia Occidental,Finlandia Occidentale,West-Finland
,,4,61.7,27.25583333,東フィンランド州,Eastern Finland,Ostfinnland,Finlande orientale,Finlandia Oriental,Finlandia Orientale,Oost-Finland
,,5,65.03333333,25.46666667,オウル州,Province of Oulu,Oulu (Provinz),Province d'Oulu,Provincia de Oulu,Provincia di Oulu,Oulu
,,6,66.48733333,25.7,ラッピ州,Lapland,Lappland,Laponie,Laponia,Lapponia,Lapland
,,7,60.09166667,19.93616667,アハベナンマー州,Åland,Åland,Åland,Islas de Åland,Isole Åland,Åland
77,France,1,0,0,フランス,France,Frankreich,France,Francia,Francia,Frankrijk
,,2,48.85284,2.349857,イール・ド・フランス,Île-de-France,Île-de-France,Ile-de-France,Isla de Francia,Île-de-France,Uvea
,,3,48.585015,7.740026,アルザス,Alsace,Elsass,Alsace,Alsacia,Alsazia,Elzas
,,4,44.837976,-0.585171,アキテーヌ,Aquitaine,Aquitanien,Aquitaine,Aquitania,Aquitania,Aquitanië
,,5,45.779223,3.084225,オーベルニュ,Auvergne,Auvergne,Auvergne,Auvernia,Alvernia,Auvergne
,,6,49.183196,-0.35806,バス・ノルマンディ,Lower Normandy,Basse-Normandie,Basse-Normandie,Baja Normandía,Bassa Normandia,Laag-Normandië
,,7,47.321,5.039,ブルゴーニュ,Burgundy,Burgund,Bourgogne,Borgoña,Borgogna,Bourgondië
,,8,48.11042,-1.682645,ブルターニュ,Brittany,Bretagne,Bretagne,Bretaña,Bretagna,Bretagne
,,9,47.90183333,1.903,サントル,Centre Loire Valley,Centre,Centre,Centro,Centro,Centre
